Région,Préfecture,Sous-préfecture,Nom de l'Établissement (si applicable),Nombre total de personnel de l'Établissement (si applicable) ,Secteur sanitaire,Partenaire responsable de la formation,Date de la formation,Durée de la formation (jours),Type de formation,Nombre de personnes formées,Region p-code,Prefecture p-code,Subprefecture p-code
Conakry,Conakry,Dixinn,Clinique Dixinn,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Clinique Pasteur,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,FMG; minière,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Gabriel SULTAN,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hafia minière FMG,,public,CRS,oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Polyclinique de Dixinn,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Poste De Santé Hafia Mosquée,,public,CRS,oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Université Gamal,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Kaloum,CS Fotoba -Solidarité pour la santé-,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,CS Toussaint,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Cabinet Medical Dr Brigith Accar,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Cabmed comprestamed Dr CONDE,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Centre De Santé De Boulbinet,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Centre De Santé De Kouléwondy,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Centre Medico Communal Bernard Kouchner,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Centre de santé Port,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Centre de santé mère et enfant de Coronthie,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Clinique Maawah de Sans fil Kaloum,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Hôpital National Ignace Deen,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Infirmerie centrale de la police,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Jamal THERMOS,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Kaloum,Pharmacie conseil,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Matam,CMC Coléah,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,CMC Matam,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,CS Kalima de Madina,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Cabinet De Soins,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Cabmed Dr Chérif HAIDARA,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Centre De Santé De Matam,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Centre de santé Madina,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Clinique Ciba Riva,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Clinique Internationale bel'air (Ciba),,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,FMG Carrière,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,Generosite Medicale De Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matam,ONG Jeune Chambre Intenationnale,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Matoto,CENTRE DE SANTE BETHEL,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,CENTRE DE SANTE DE OISEEN,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,CS Ass Kissosso,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,CS Bethel,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Cabinet D'Assistance Medico-Sociale,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Cabinet Medical Chirurgical Associatif De Kissosso,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Cabinet-Medical Carriere,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre De Santé,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Genie Venge,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Espoir Gbessia,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Kamano,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Marcel Lamah,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Votre Famille,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Yah Kona,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Yimbaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Yongoto,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Medical Saint Louis,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Médical International,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre Recherche Fodé S,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre de Santé Dabompa,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre de Santé Enta Sud,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre de Santé Matoto Centre,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre de Santé Tanéné,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Centre de Santé Yimbaya Ecole,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Ciba,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Associative Nationale des Medecins de Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Bel avenir pour tous,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Belle Donne,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Belle Progeniture,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Bobokozou,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Bonfi,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Churigical Medical de Concasseur,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Dabompa,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Kamano et Frere,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Medical de Gbessia,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Médicale De Gbéssia - Centre Médical Internationale,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Nelson Mandela,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique Neurologique,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique de Gbessia,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Clinique privee matoto,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Dar-Es-Salam - 1,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Dispensaire Saint Gabriel,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Gbessia Port,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Infirmerie centrale de la police,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Jamal Thermos,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Mission Alfa,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Mission Alpha,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Mission Alpha; Tanènè,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,ONG médical AFAD,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Polyclinique Dabompa,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Saint Gabriel,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,Tombolia,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,clinique Tomboliya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Matoto,clinique Venus Berk,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Ratoma,Croix Rouge,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,AGVS Wanindara,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Anastasis Wanindara,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Assemblée de Dieu,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Association Guineenne de Volontaire de la Sante,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Association Nationale des Amis Parasitoloagues et Environementaux de Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CABINET MEDICAL DR KEMO CONDE,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CIMED,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CS Anastasis Nongo,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CS Assemblée de Dieu,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CS Associatif Benay Fotoba,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CS Emmanuel,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,CS Yataya,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabinet Prive Yataya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabinet d'Imagerie Medical d'exploration et de Dianostique,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabmed Ballal Koin,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabmed Dr Sékou DONZO,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabmed Matoto Dr Bademba,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cabmed Mermoz,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Belle-Vue Coloyah,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Kaporo,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Kipe,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Nongo,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Simbaya,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Soloprimo,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre De Santé Yembeyia,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Med les Chérubins,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Communal Flamboyant,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Espace Sante pour tous à Koloma,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Kipe,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Lambanyi,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Mouna,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Negue,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Ratoma,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical T6,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Yattaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Medical Kinifi,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,"Centre d'Ecoute, de Conseil et d'orientation Jeunes",,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Sante la Grace,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Kobaya,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Koloma,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Lambanyi,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Simbaya Gare,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Sonfonia,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre de Santé Wanindara,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Centre Action et l'integration Mere et Enfant,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique AL-Imane,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Anta Marche,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Avicenne,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Cosa,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Enco5,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Enco5,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Freemant,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Hamdallaye,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Kakimbo,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Kaporo,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Kobaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Koloma,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique La Grace,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Lambanyi,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Maimouna,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Mere et Enfant,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Mère et Enfant,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Nassouroulaye,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Saint George,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Samou de Bambeto,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Simanbossia,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique Yattaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Clinique sonfonia,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Cmed Balkan,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Dynapharm Koloma,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Ecole Superieure de Sage Femme de Kobayah,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Hospital Jean Paul II,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Infirmerie de l'Institut Superieur et Scientifique de l'Education de Guinee,,public,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Jean Paul 2,,prive,CRS,Oui,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,ONG AVOSA,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,ONG Association Guineenne de Techniciens Biologistes,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,ONG Green Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,ONG Jeunes Unis pour le Developpement Sanitaire de Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,ONG Monde des enfants,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Pharmacie Doungou,,prive,CRS,,,,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Pharmacie Hamdallaye,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Polyclinique Cosa,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Polyclinique Dongomet,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Polyclinique Eau Vive,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Polyclinique Simbaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Polyclinique Simbaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,RN Simbaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,RN Simbaya,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,SAMU Bambeto,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,SAMU Bambeto,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,SOS Hepatite Guinee,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Sainte Cathy,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Sainte Cathy,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Servive Sanitaire d'Intervention Rapide,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Servive Sanitaire d'Intervention Rapide,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Servive Sanitaire d'Intervention Rapide,,prive,CRS,OUI,,PCI Ebola,,GIN002,GIN002001,GIN00200105
Kankan,Kankan,Kankan Ctre,Kalima,,prive,CRS,Oui,,PCI Ebola,,GIN004,GIN004001,GIN00400105
Kankan,Kerouane,,Damaro,,prive,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,
Kankan,Kerouane,,Gbenko Cite,,prive,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,
Kankan,Kerouane,,MAKA SORYMAYA,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,
Kankan,Kerouane,Banankoro,Secteur 2 - Banankoro Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400201
Kankan,Kerouane,Damaro,Damaro Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400202
Kankan,Kerouane,Kerouane Ctre,Hopital Préfectoral Kerouane,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400203
Kankan,Kerouane,Kerouane Ctre,Kerouane Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400203
Kankan,Kerouane,Komodou,Komodou Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400204
Kankan,Kerouane,Konsankoro,Kounsankoro Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400205
Kankan,Kerouane,Linko,Linko Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400206
Kankan,Kerouane,Sibiribaro,Sibiribaro Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400207
Kankan,Kerouane,Soromaya,Maka-Férédou,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400208
Kankan,Kerouane,Soromaya,Soromaya Centre de Santé,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400208
Kankan,Kerouane,Soromaya,poste de sante SANANKORONI,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400208
Kankan,Kerouane,Soromaya,poste de sante Soromaya,,public,CRS,2014-12-16,2,PCI Ebola,,GIN004,GIN004002,GIN00400208
